Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason
6023-YEBUP,Male,32,No,0,Stockton,95210,38.033219,-121.297433,0,3,Offer E,Yes,11.94,Yes,Yes,Cable,30.0,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,100.95,329.95,0.0,10,35.82,375.77,Churned,Competitor,Competitor had better devices
6029-WTIPC,Male,73,No,0,San Diego,92109,32.787836,-117.232376,0,37,Offer C,Yes,38.06,Yes,Yes,Fiber Optic,19.0,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.1,3744.05,0.0,0,1408.22,5152.27,Churned,Competitor,Competitor made better offer
6086-ESGRL,Female,53,No,0,Brea,92821,33.930199,-117.862898,0,1,Offer E,Yes,4.67,No,Yes,Fiber Optic,11.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,-7.0,80.15,0.0,0,4.67,84.82,Churned,Attitude,Attitude of support person
6087-MVHJH,Female,44,No,0,French Camp,95231,37.873283,-121.292034,0,16,Offer D,Yes,17.8,Yes,Yes,Fiber Optic,5.0,No,No,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,88.45,1422.1,0.0,140,284.8,1846.9,Churned,Other,Don't know
6097-EQISJ,Female,41,Yes,0,Los Angeles,90058,34.001617,-118.222274,1,66,Offer A,Yes,48.77,Yes,Yes,Fiber Optic,12.0,No,Yes,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Credit Card,102.45,6615.15,0.0,130,3218.82,9963.97,Churned,Competitor,Competitor had better devices
6100-QQHEB,Male,42,Yes,0,San Jose,95121,37.304681,-121.809955,1,17,Offer D,Yes,17.71,Yes,Yes,Fiber Optic,13.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,92.55,1515.1,0.0,0,301.07,1816.17,Churned,Other,Moved
6101-IMRMM,Male,53,No,0,El Segundo,90245,33.917145,-118.401554,0,6,Offer E,Yes,16.58,No,Yes,Fiber Optic,17.0,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,No,Mailed Check,94.5,575.45,0.0,10,99.48,684.93,Churned,Dissatisfaction,Network reliability
6108-OQZDQ,Female,21,Yes,0,Keene,93531,35.214982,-118.59049,4,4,Offer E,Yes,9.98,Yes,Yes,Fiber Optic,51.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,97.95,384.5,0.0,0,39.92,424.42,Churned,Attitude,Attitude of service provider
6110-OHIHY,Male,33,No,0,Burney,96013,40.946785,-121.719489,0,3,Offer E,Yes,49.76,No,Yes,Fiber Optic,3.0,No,No,No,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,79.25,267.6,0.0,10,149.28,426.88,Churned,Competitor,Competitor offered higher download speeds
6140-QNRQQ,Male,42,No,0,Santa Barbara,93103,34.438581,-119.685368,0,1,Offer E,Yes,17.27,No,Yes,Fiber Optic,10.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,71.55,71.55,0.0,0,17.27,88.82,Churned,Competitor,Competitor had better devices
6172-FECYY,Male,55,Yes,0,Antioch,94509,37.980057,-121.801599,1,49,Offer B,Yes,39.6,Yes,Yes,Fiber Optic,20.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,84.5,4254.85,0.0,0,1940.4,6195.25,Churned,Competitor,Competitor offered more data
6173-ITPWD,Male,26,Yes,0,Heber,92249,32.730583,-115.501083,1,47,Offer B,Yes,17.54,Yes,Yes,Fiber Optic,59.0,No,Yes,Yes,No,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,83.35,4065.0,0.0,140,824.38,5029.38,Churned,Dissatisfaction,Product dissatisfaction
6178-KFNHS,Female,34,No,0,Hughson,95326,37.5923,-120.853288,0,12,Offer D,Yes,35.8,Yes,Yes,Fiber Optic,25.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.3,909.25,0.0,0,429.6,1338.85,Churned,Competitor,Competitor offered higher download speeds
6204-IEUXJ,Female,30,No,0,Yorba Linda,92886,33.897253,-117.792202,0,3,Offer E,Yes,40.67,No,Yes,Fiber Optic,58.0,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,80.1,217.55,0.0,0,122.01,339.56,Churned,Attitude,Attitude of service provider
6227-HWPWX,Female,40,No,0,Victorville,92392,34.486835,-117.362274,0,15,Offer D,Yes,4.67,No,Yes,Fiber Optic,28.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,69.0,994.8,0.0,0,70.05,1064.85,Churned,Competitor,Competitor had better devices
6261-RCVNS,Female,22,No,0,Rodeo,94572,38.027218,-122.23463,0,42,Offer B,Yes,5.75,No,Yes,DSL,53.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,73.9,3160.55,0.0,0,241.5,3402.05,Churned,Price,Price too high
6270-OMFIW,Male,33,Yes,0,Valley Springs,95252,38.156971,-120.849231,9,60,Offer B,Yes,47.4,No,Yes,Cable,29.0,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,94.4,5610.25,0.0,0,2844.0,8454.25,Churned,Attitude,Attitude of support person
6275-YDUVO,Female,62,No,0,Orosi,93647,36.600185,-119.175655,0,2,Offer E,Yes,24.05,No,Yes,Fiber Optic,27.0,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,-5.0,178.7,0.0,0,48.1,226.8,Churned,Attitude,Attitude of service provider
6289-CPNLD,Male,33,Yes,0,Temecula,92591,33.540604,-117.10909,3,33,Offer C,Yes,33.32,No,Yes,DSL,4.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Mailed Check,73.9,2405.05,0.0,0,1099.56,3504.61,Churned,Competitor,Competitor had better devices
6326-MTTXK,Male,56,No,0,Yuba City,95993,39.075694,-121.70606,0,8,Offer E,Yes,3.27,Yes,Yes,Fiber Optic,6.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,100.85,819.55,0.0,0,26.16,845.71,Churned,Attitude,Attitude of service provider
6330-JKLPC,Male,42,Yes,0,Somis,93066,34.297628,-119.014627,3,11,Offer D,Yes,11.5,Yes,Yes,Fiber Optic,27.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.5,896.9,0.0,0,126.5,1023.4,Churned,Dissatisfaction,Product dissatisfaction
6331-EWIEB,Male,49,No,0,El Monte,91731,34.079934,-118.046695,0,20,Offer D,Yes,1.36,Yes,Yes,Fiber Optic,25.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.25,1734.5,0.0,0,27.2,1761.7,Churned,Other,Moved
6347-DCUIK,Male,28,No,0,Los Angeles,90043,33.988543,-118.334081,0,10,Offer D,Yes,29.24,Yes,Yes,Fiber Optic,85.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,74.15,811.8,0.0,0,292.4,1104.2,Churned,Attitude,Attitude of support person
6358-LYNGM,Male,26,No,0,Mariposa,95338,37.526791,-119.99437,0,1,Offer E,Yes,1.84,Yes,Yes,Fiber Optic,76.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,74.9,74.9,0.0,0,1.84,76.74,Churned,Other,Moved
6372-RFVNS,Female,55,Yes,0,Placentia,92870,33.881158,-117.854783,1,1,Offer E,Yes,28.04,No,Yes,Fiber Optic,30.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,78.8,78.8,0.0,0,28.04,106.84,Churned,Attitude,Attitude of service provider
6376-GAHQE,Male,48,No,0,Dutch Flat,95714,39.197215,-120.83679,0,4,Offer E,Yes,42.8,No,Yes,Fiber Optic,28.0,No,No,No,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,77.85,299.2,0.0,10,171.2,480.4,Churned,Other,Don't know
6416-TVAIH,Male,39,Yes,0,San Francisco,94127,37.736535,-122.45732,1,1,Offer E,Yes,30.62,No,Yes,Fiber Optic,11.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,68.5,68.5,0.0,0,30.62,99.12,Churned,Competitor,Competitor offered more data
6424-ELEYH,Female,39,Yes,0,Lebec,93243,34.845861,-118.885163,1,3,Offer E,Yes,35.18,Yes,Yes,Fiber Optic,13.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.75,229.5,0.0,0,105.54,335.04,Churned,Competitor,Competitor had better devices
6432-TWQLB,Male,51,Yes,0,Rosemead,91770,34.065108,-118.082791,1,5,Offer E,Yes,42.29,Yes,Yes,Fiber Optic,16.0,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.4,401.1,45.37,0,211.45,567.18,Churned,Dissatisfaction,Network reliability
6474-FVJLC,Male,61,No,0,Sherman Oaks,91423,34.146957,-118.432138,0,2,Offer E,Yes,43.47,Yes,Yes,Fiber Optic,30.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86.0,165.45,0.0,0,86.94,252.39,Churned,Attitude,Attitude of support person
6481-OGDOO,Male,31,Yes,0,San Diego,92129,32.961064,-117.134917,1,67,Offer A,Yes,30.75,No,Yes,Fiber Optic,5.0,Yes,Yes,No,No,No,Yes,Yes,Yes,One Year,Yes,Credit Card,90.6,6056.15,0.0,0,2060.25,8116.4,Churned,Competitor,Competitor made better offer
6496-SLWHQ,Male,68,No,0,Moraga,94556,37.827946,-122.107185,0,3,Offer E,Yes,35.43,Yes,Yes,Fiber Optic,18.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,105.0,294.45,0.0,0,106.29,400.74,Churned,Attitude,Attitude of support person
6521-YYTYI,Male,59,No,0,Navarro,95463,39.182916,-123.552571,0,1,Offer E,Yes,7.99,Yes,Yes,Fiber Optic,30.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.3,93.3,0.0,0,7.99,101.29,Churned,Other,Moved
6583-QGCSI,Female,79,Yes,0,Indian Wells,92210,33.537646,-116.291089,1,50,Offer B,Yes,37.12,Yes,Yes,Fiber Optic,4.0,No,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,88.05,4367.35,0.0,100,1856.0,6323.35,Churned,Competitor,Competitor made better offer
6595-COKXZ,Female,63,No,0,Plymouth,95669,38.489273,-120.891614,0,1,Offer E,Yes,48.31,No,Yes,Cable,22.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,44.45,44.45,0.0,0,48.31,92.76,Churned,Attitude,Attitude of service provider
6595-YGXIT,Male,71,No,0,Boulder Creek,95006,37.171727,-122.142961,0,25,Offer C,Yes,47.66,Yes,Yes,Fiber Optic,23.0,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,88.95,2291.2,0.0,0,1191.5,3482.7,Churned,Competitor,Competitor made better offer
6599-CEBNN,Female,63,No,0,San Diego,92122,32.85723,-117.209774,0,34,Offer C,Yes,1.55,No,Yes,Fiber Optic,14.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,73.95,2524.45,0.0,0,52.7,2577.15,Churned,Competitor,Competitor made better offer
6599-RCLCJ,Male,54,Yes,0,Fallbrook,92028,33.362575,-117.299644,1,47,Offer B,Yes,7.62,Yes,Yes,Fiber Optic,20.0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,109.55,5124.55,0.0,0,358.14,5482.69,Churned,Competitor,Competitor made better offer
6618-RYATB,Female,56,No,0,North Hollywood,91605,34.207295,-118.400022,0,1,Offer E,Yes,5.1,Yes,Yes,Fiber Optic,10.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79.55,79.55,0.0,0,5.1,84.65,Churned,Price,Price too high
6633-MPWBS,Male,47,No,0,Woodland,95776,38.694081,-121.694431,0,5,Offer E,Yes,7.31,No,Yes,DSL,18.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.2,216.9,0.0,0,36.55,253.45,Churned,Competitor,Competitor offered more data
6641-XRPSU,Female,61,No,0,San Lorenzo,94580,37.676249,-122.132415,0,34,Offer C,Yes,4.66,No,Yes,Fiber Optic,21.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.0,2416.1,11.0,0,158.44,2563.54,Churned,Competitor,Competitor offered more data
6653-CBBOM,Female,57,No,0,Compton,90221,33.885811,-118.206459,0,1,Offer E,Yes,15.92,No,Yes,Fiber Optic,11.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.3,70.3,0.0,0,15.92,86.22,Churned,Dissatisfaction,Service dissatisfaction
6664-FPDAC,Female,77,No,0,San Diego,92115,32.762506,-117.07245,0,56,Offer B,Yes,19.46,Yes,Yes,Fiber Optic,28.0,No,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,111.95,6418.9,0.0,0,1089.76,7508.66,Churned,Attitude,Attitude of service provider
6689-TCZHQ,Female,70,No,0,Claremont,91711,34.127621,-117.717863,0,5,Offer E,Yes,12.27,No,Yes,Fiber Optic,20.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,78.95,378.4,0.0,0,61.35,439.75,Churned,Attitude,Attitude of support person
6711-FLDFB,Female,62,No,0,Big Oak Flat,95305,37.818589,-120.256995,0,7,Offer E,Yes,46.79,Yes,Yes,Fiber Optic,25.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.9,541.15,0.0,0,327.53,868.68,Churned,Competitor,Competitor had better devices
6712-OAWRH,Female,79,No,0,San Bernardino,92408,34.084909,-117.258107,0,26,Offer C,Yes,34.69,No,Yes,Fiber Optic,27.0,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.25,2351.8,0.0,0,901.94,3253.74,Churned,Attitude,Attitude of support person
6772-KSATR,Male,31,No,0,Eagleville,96110,41.280341,-120.150381,0,1,Offer E,Yes,9.81,Yes,Yes,Fiber Optic,28.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.7,81.7,0.0,0,9.81,91.51,Churned,Dissatisfaction,Service dissatisfaction
6797-LNAQX,Male,34,Yes,0,Poway,92064,32.984395,-117.013454,1,70,Offer A,Yes,29.59,Yes,Yes,Fiber Optic,3.0,No,Yes,No,No,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,98.3,6859.5,0.0,20,2071.3,8950.8,Churned,Competitor,Competitor had better devices
6818-WOBHJ,Female,70,Yes,0,Fulton,95439,38.493888,-122.777141,1,68,Offer A,Yes,24.13,Yes,Yes,Fiber Optic,24.0,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.6,6127.6,0.0,0,1640.84,7768.44,Churned,Competitor,Competitor had better devices
6821-BUXUX,Female,28,No,0,Temecula,92592,33.507255,-117.029473,0,13,Offer D,Yes,17.02,Yes,Yes,Fiber Optic,41.0,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.65,1244.5,0.0,0,221.26,1465.76,Churned,Competitor,Competitor made better offer
6825-UYPFK,Female,47,No,0,Sun City,92586,33.707483,-117.200006,0,23,Offer D,Yes,27.61,Yes,Yes,Fiber Optic,23.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.6,1758.6,0.0,0,635.03,2393.63,Churned,Dissatisfaction,Network reliability
6857-VWJDT,Female,45,No,0,Santa Cruz,95060,36.993451,-122.098858,0,1,Offer E,Yes,32.33,Yes,Yes,Fiber Optic,9.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,95.65,95.65,0.0,0,32.33,127.98,Churned,Attitude,Attitude of service provider
6877-LGWXO,Male,66,Yes,0,Pleasanton,94588,37.685052,-121.912061,1,18,Offer D,Yes,4.98,No,Yes,Fiber Optic,18.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,78.55,1422.65,0.0,0,89.64,1512.29,Churned,Attitude,Attitude of support person
6877-TJMBR,Male,21,Yes,0,Orinda,94563,37.873916,-122.20522,1,1,Offer E,Yes,37.83,No,Yes,Fiber Optic,51.0,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.8,84.8,0.0,0,37.83,122.63,Churned,Dissatisfaction,Network reliability
6892-EZDTG,Female,55,Yes,0,Kings Beach,96143,39.246654,-120.029273,1,4,Offer E,Yes,21.81,Yes,Yes,Fiber Optic,14.0,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.65,365.4,0.0,0,87.24,452.64,Churned,Price,Extra data charges
6892-XPFPU,Male,70,Yes,0,Pasadena,91107,34.159007,-118.087353,3,24,Offer C,Yes,49.76,Yes,Yes,Fiber Optic,11.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.25,2433.9,0.0,0,1194.24,3628.14,Churned,Competitor,Competitor offered higher download speeds
6900-PXRMS,Male,72,Yes,0,Spring Valley,91978,32.730264,-116.950963,0,26,Offer C,Yes,1.26,Yes,Yes,Fiber Optic,18.0,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,105.75,2710.25,0.0,90,32.76,2833.01,Churned,Dissatisfaction,Product dissatisfaction
6905-NIQIN,Male,26,No,0,San Diego,92122,32.85723,-117.209774,0,1,Offer E,Yes,14.78,No,Yes,DSL,59.0,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,50.65,50.65,0.0,0,14.78,65.43,Churned,Competitor,Competitor made better offer
6906-ANDWJ,Male,39,Yes,0,Vina,96092,39.955164,-122.018567,1,15,Offer D,Yes,34.63,Yes,Yes,Fiber Optic,15.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.9,1107.25,0.0,0,519.45,1626.7,Churned,Dissatisfaction,Lack of self-service on Website
6927-WTFIV,Male,78,No,0,Redwood City,94061,37.461251,-122.235414,0,20,Offer D,Yes,5.71,No,Yes,Fiber Optic,22.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,71.3,1389.2,0.0,0,114.2,1503.4,Churned,Attitude,Attitude of service provider
6941-PMGEP,Female,26,No,0,Novato,94945,38.135897,-122.563683,0,5,Offer E,Yes,43.99,No,Yes,Fiber Optic,42.0,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,80.0,412.5,40.0,10,219.95,602.45,Churned,Competitor,Competitor made better offer
6946-LMSQS,Male,80,Yes,0,Temecula,92592,33.507255,-117.029473,3,25,Offer C,Yes,33.63,Yes,Yes,Fiber Optic,25.0,Yes,No,No,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,89.05,2177.45,0.0,0,840.75,3018.2,Churned,Competitor,Competitor made better offer
6959-UWKHF,Male,47,No,0,Alpaugh,93201,35.869626,-119.498771,0,1,Offer E,Yes,4.02,No,Yes,Cable,11.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,42.9,42.9,0.0,0,4.02,46.92,Churned,Competitor,Competitor had better devices
6961-VCPMC,Male,71,Yes,0,North Palm Springs,92258,33.906496,-116.569499,1,46,Offer B,Yes,48.62,No,Yes,Fiber Optic,3.0,No,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,80.4,3605.2,0.0,20,2236.52,5861.72,Churned,Competitor,Competitor offered more data
6979-ZNSFF,Female,48,No,0,Pollock Pines,95726,38.733908,-120.453416,0,8,Offer E,Yes,45.59,Yes,Yes,Fiber Optic,8.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,87.05,762.1,0.0,0,364.72,1126.82,Churned,Price,Price too high
6982-SSHFK,Male,45,No,0,Fresno,93703,36.768774,-119.762633,0,1,Offer E,Yes,32.44,No,Yes,DSL,12.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,44.4,44.4,0.0,0,32.44,76.84,Churned,Competitor,Competitor had better devices
6986-IJDHX,Male,29,Yes,0,Huntington Beach,92648,33.679659,-118.016195,5,39,Offer C,Yes,40.25,No,Yes,Fiber Optic,19.0,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,86.3,3266.0,0.0,0,1569.75,4835.75,Churned,Competitor,Competitor had better devices
7054-LGEQW,Female,23,No,0,Canyon Country,91351,34.422519,-118.420717,0,1,Offer E,Yes,5.12,No,Yes,DSL,30.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,45.95,45.95,0.0,0,5.12,51.07,Churned,Attitude,Attitude of support person
7055-VKGDA,Male,31,No,0,Clarksburg,95612,38.384648,-121.578701,0,54,Offer B,Yes,49.98,No,Yes,Fiber Optic,26.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,105.4,5643.4,0.0,0,2698.92,8342.32,Churned,Dissatisfaction,Product dissatisfaction
7056-IMHCC,Male,69,Yes,0,Torrance,90501,33.833699,-118.314387,1,53,Offer B,Yes,7.94,Yes,Yes,Fiber Optic,6.0,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.9,5549.4,0.0,0,420.82,5970.22,Churned,Price,Price too high
7089-IVVAZ,Female,26,No,0,Cantua Creek,93608,36.488056,-120.407691,0,8,Offer E,Yes,19.68,Yes,Yes,Fiber Optic,41.0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.35,847.3,0.0,0,157.44,1004.74,Churned,Competitor,Competitor offered more data
7133-VBDCG,Female,54,No,0,San Diego,92129,32.961064,-117.134917,0,25,Offer C,Yes,26.81,No,Yes,Fiber Optic,12.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.85,2015.35,0.0,0,670.25,2685.6,Churned,Competitor,Competitor made better offer
7137-RYLPP,Male,75,Yes,0,Paskenta,96074,39.884395,-122.587513,1,37,Offer C,Yes,46.61,Yes,Yes,Fiber Optic,26.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.7,3171.15,0.0,0,1724.57,4895.72,Churned,Competitor,Competitor offered higher download speeds
7142-HVGBG,Male,73,Yes,0,Mount Laguna,91948,32.830852,-116.444601,1,43,Offer B,Yes,17.43,Yes,Yes,Fiber Optic,26.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,103.0,4414.3,0.0,0,749.49,5163.79,Churned,Competitor,Competitor had better devices
7153-OANIO,Male,48,No,0,Mendocino,95460,39.305545,-123.743697,0,1,Offer E,Yes,27.58,No,Yes,Fiber Optic,16.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,69.95,69.95,0.0,0,27.58,97.53,Churned,Other,Moved
7206-GZCDC,Female,75,No,0,Loleta,95551,40.665952,-124.240051,0,1,Offer E,Yes,29.68,No,Yes,Cable,18.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.25,69.25,0.0,0,29.68,98.93,Churned,Attitude,Attitude of support person
7209-JCUDS,Male,25,No,0,Stockton,95212,38.049457,-121.21653,0,10,Offer D,Yes,40.22,No,Yes,Fiber Optic,41.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.9,1048.85,0.0,0,402.2,1451.05,Churned,Competitor,Competitor had better devices
7235-NXZCP,Male,79,No,0,Hornbrook,96044,41.962127,-122.527696,0,2,Offer E,Yes,45.41,Yes,Yes,Fiber Optic,18.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,74.85,156.4,0.0,0,90.82,247.22,Churned,Competitor,Competitor made better offer
7250-EQKIY,Female,47,Yes,2,Escondido,92027,33.141265,-116.967221,1,1,Offer E,Yes,9.73,No,Yes,DSL,29.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,50.45,50.45,0.0,0,9.73,60.18,Churned,Competitor,Competitor made better offer
7254-IQWOZ,Male,30,No,0,Redding,96001,40.587919,-122.464732,0,1,Offer E,Yes,28.7,No,Yes,Fiber Optic,69.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.65,69.65,0.0,0,28.7,98.35,Churned,Dissatisfaction,Network reliability
7274-RTAPZ,Male,20,No,0,Long Beach,90804,33.783047,-118.1486,0,1,Offer E,Yes,7.15,No,Yes,Fiber Optic,48.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.55,90.55,0.0,0,7.15,97.7,Churned,Dissatisfaction,Product dissatisfaction
7294-TMAOP,Female,30,No,0,Castro Valley,94546,37.708327,-122.083473,0,1,Offer E,Yes,15.44,No,Yes,Fiber Optic,51.0,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,90.55,90.55,0.0,60,15.44,165.99,Churned,Competitor,Competitor made better offer
7295-JOMMD,Female,34,No,0,San Jose,95135,37.28682,-121.723877,0,4,Offer E,Yes,5.63,No,Yes,Fiber Optic,18.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.1,396.3,0.0,0,22.52,418.82,Churned,Competitor,Competitor made better offer
7317-GGVPB,Male,57,Yes,0,Lotus,95651,38.815515,-120.916997,1,71,Offer A,Yes,5.76,Yes,Yes,Fiber Optic,11.0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,108.6,7690.9,0.0,20,408.96,8119.86,Churned,Dissatisfaction,Product dissatisfaction
7321-PKUYW,Female,46,No,0,Branscomb,95417,39.710591,-123.682799,0,11,Offer D,Yes,22.36,Yes,Yes,Cable,3.0,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,90.15,987.95,0.0,0,245.96,1233.91,Churned,Competitor,Competitor had better devices
7330-WZLNC,Female,25,No,0,Red Bluff,96080,40.186772,-122.388361,0,5,Offer E,Yes,1.49,Yes,Yes,Fiber Optic,51.0,No,Yes,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.8,455.5,0.0,0,7.45,462.95,Churned,Competitor,Competitor offered more data
7359-SSBJK,Female,80,No,0,Whittier,90605,33.960891,-118.032222,0,64,Offer B,Yes,29.12,No,Yes,DSL,24.0,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,70.2,4481.0,0.0,0,1863.68,6344.68,Churned,Price,Lack of affordable download/upload speed
